item_id-item_cnt_day-median_25,6204.214408033334
item_id-item_cnt_day-median_24,5838.813051499998
cnt_32,1386.0625944905637
item_cat1-item_cnt_day-sum_15,845.6491155
item_cat1-item_price-sum_8,733.127441
shop_id-item_cnt_day-sum_21,718.2882180857689
item_cat2-item_cnt_day-mean_17,625.7336370674468
item_cat1-item_price-sum_4,547.7164682938718
item_cat1-item_cnt_day-sum_3,489.61119822250004
cnt_23,483.6097198313349
item_cat1-item_cnt_day-sum_28,451.80719
item_cat1-item_price-sum_6,433.2411309419999
cnt_22,432.08443557969224
item_cat2-item_cnt_day-sum_26,391.4003288119166
item_cat2-item_cnt_day-std_31,370.72307412725934
item_cat1-item_price-sum_5,370.3663489581988
item_cat1-item_price-mean_2,353.9909527405714
shop_id-item_cnt_day-std_28,288.2040578908613
shop_id-item_cnt_day-std_8,265.91545238915455
item_id-item_cnt_day-mean_30,253.93135096163508
shop_id-item_cnt_day-std_5,242.15040929224546
shop_id-sales-std_8,239.24867172996153
item_id,238.68641923263957
cnt_31,237.90501615110944
shop_id-sales-std_5,237.74091028128336
City-item_price-sum_18,237.072700622
shop_id-sales-std_28,231.04567022113727
shop_id-item_cnt_day-std_2,227.24602003042753
item_cat1-item_price-sum_27,224.153214
City-item_cnt_day-sum_23,224.13879730833332
shop_id-item_cnt_day-sum_26,220.82934015380957
item_id-item_cnt_day-median_30,220.76248683333333
item_cat2-item_price-sum_23,210.85212675179582
item_cat2-item_cnt_day-sum_11,209.11437213200003
shop_id-sales-sum_20,192.0554817160834
item_id-item_cnt_day-median_32,188.26749051771432
item_cat2-item_price-sum_13,184.23458221583334
item_cat1-item_cnt_day-sum_26,178.468155
cnt_24,177.7894748306754
shop_id-sales-sum_28,175.02218346852814
item_cat1-sales-std_22,172.548615
item_cat2-sales-std_17,170.26267439375005
City-item_price-sum_15,159.32988272999998
shop_id-sales-sum_9,154.2440886475
City-sales-mean_28,153.1996
item_cat2-sales-sum_16,150.95668246666665
shop_id-item_price-sum_23,148.16229568371804
item_cat2-sales-std_10,146.00737388333334
shop_id-item_cnt_day-sum_25,142.50445500195653
item_cat1-sales-std_25,136.915359
item_id-item_cnt_day-median_13,134.143738
shop_id-item_price-sum_32,130.55365901506627
item_cat1-item_price-mean_19,125.040604
item_cat2-item_price-sum_31,124.09532340912905
item_cat1-item_price-sum_28,119.27922065000001
item_cat2-sales-mean_22,118.29348466666669
item_cat2-item_price-std_19,116.235138004
City-item_cnt_day-sum_16,115.31230429
shop_id-item_cnt_day-std_6,112.8929627335814
item_cat1-item_cnt_day-sum_8,112.598633
item_cat1-item_price-sum_2,112.31908188197553
