432,10046.15699
431,8492.27148
561,1957.0005764380396
36,1239.5516114921484
3047,1133.5428342
3353,1076.20959
3316,942.857727
3048,752.7541030666666
27,738.3618003851425
2261,634.953674
1079,610.1218646991174
4082,588.0671422576544
1733,581.82278745
3143,478.812378
4336,474.55520133333334
4509,470.852966
1345,467.68713366000003
4127,443.0411385874705
1373,436.91054516937504
4060,435.7280924
1085,426.1940645234286
3056,408.6750903
28,402.12162461548195
1122,396.99661732954274
4030,396.738129
3968,387.3955174
1830,385.953979
3255,384.0647488
1795,378.13064134571425
498,375.9689370333333
3305,360.6818465
3069,358.45133058
4364,355.2886285585715
4297,352.776947
3046,329.73956356913544
35,329.6994278739953
1128,322.03675549491487
530,321.871338
1464,308.749952835
1732,291.277466
1769,288.37212005249995
2200,276.49688328499997
3817,270.3632760248001
4065,266.3614239025
4516,257.45436293999995
4314,257.36989493083337
1396,254.51989523855124
1522,247.732819
1082,247.67099618921674
284,244.51083502455072
1,241.92408486676632
4094,240.11639555275005
3800,237.693971342
501,237.66344294583095
4361,232.98393235
3973,228.1030788
1433,220.68056094666667
1693,211.344986
1707,208.8770279
969,208.83907640249998
4372,208.65944849499996
3355,207.611908
833,199.79802820603496
1376,197.0534536570476
3977,194.21755498700003
4038,191.41561225777778
4057,189.74783255579993
3942,189.230519467
780,182.08500475213887
3292,180.326426974
3809,177.84439398277777
3905,172.42609918659997
4278,167.90530839750002
1148,165.5283811132
3799,162.4892601223
2358,162.090179
563,159.99447860539806
4431,158.07155487999998
3351,153.083374
4332,150.05503665
3571,149.853851
2089,147.272382866
1290,146.3639105
1329,144.9746686758
1334,143.69512706354595
3333,142.66171649
4354,142.22174686538457
4061,140.39778636374996
4107,140.28476293946153
842,136.49803020948767
320,135.50692040312498
4521,134.5121
3299,134.190323
4313,127.83046519714286
3044,127.31553747762462
4407,126.049248
252,125.65596186330292
128,123.60820455857379
1370,123.28723037861907
346,122.18163855301816
1706,120.53104642999999
383,120.03388392153846
1310,119.27153083875
4490,117.3710705
2267,115.78084193333332
1138,114.8686999785204
4370,113.9217317254545
3941,113.9192134156643
1090,113.59333556312903
826,113.01068641420751
3174,112.90786180340001
1359,112.73288943858336
1091,112.03315782990629
961,111.2039564
377,110.97202616357389
4404,110.87384205000001
1295,110.432251
3824,109.61682106142857
4066,108.21796903399999
3078,107.63728345
3535,106.495757575
34,106.19816192180008
3910,106.129172895
25,105.98541787184992
4305,102.36912048714285
67,102.15800508811289
188,100.56038826571483
3592,100.380974
439,99.44532608413748
3083,98.80400034499999
26,98.70803682315193
508,98.31768402
4045,97.79359277625
180,97.08808667800001
829,96.48063538278137
1069,94.90381762383338
1125,94.33835972043998
1314,93.40904055366667
4,93.03082539921552
929,90.950829104
395,90.88597188963155
4039,87.13840716666665
3075,86.55481265759092
1316,86.27993228333332
4368,84.8855209
1512,84.6480886
1019,84.64380099
1126,83.72434400294755
499,83.5338364
4104,82.88710788428571
3974,82.3958282
3802,82.34192615350001
4071,81.98075906999999
3816,81.75884221307692
4035,81.3325195
4310,81.16629148555555
3241,80.2063828
839,80.04579745986251
3990,79.64349555055554
4112,79.63539788833333
219,79.37547606985716
3319,78.7733688
3175,78.72963604
1077,76.91216498009678
1357,76.46426824210528
1634,76.17909577491666
1704,75.93650625914286
222,75.56753264043246
398,74.65091672728843
118,74.1631839962754
3811,73.84766352807694
2132,73.23376261800001
4049,73.02817664
1662,72.98656875666667
542,72.9097672
3077,71.5973766958
1699,71.591661755
3076,71.45900127444445
4005,71.433612638
1431,71.069733108
3880,70.90237829
3086,70.7104874
1057,70.42246797833332
